id,old_sku,new_sku
1615,"MAK98200-CI-BLK-XXL","W-MIN-MAK9820015-BLA-XXL"
1616,"40236-OU-TAN-1X/2X","W-OTC-40236-TAN-1X/2X"
1617,"42238-OU-TAN-2X","W-OTC-42238-TAN-2X"
1618,"112336413-WR-GR-XL","W-KON-112336413-GRA-XL"
1619,"MAK7902001-CI-LTB-XXL","W-MIN-MAK7902001-LT -XXL"
1620,"MAK9204001-CI-MAR-XXL","W-MIN-MAK9204001-MAR-XXL"
1621,"MAK99090-CI-TUR-XXL","W-MIN-MAK9909002-TUR-XXL"
1622,"40213-OU-NVY-1X/2X","W-OTC-40213-NAV-1X/2X"
1623,"MSW9201037-CI-BLU-XXL","W-MIN-MSW9201037-BLU-XXL"
1624,"MSW9164140-CI-XXL","W-MIN-MSW9164140-XXL"
1625,"MSW9164101-CI-XXL","W-MIN-MSW9164101-XXL"
1626,"MSW9164192-CI-ROY-XXL","W-MIN-MSW9164192-ROY-XXL"
1627,"70103-RO-MID-2X","W-GEN-70103-MID-2XL"
1628,"MSW9163027-CI-MUL-XXL","W-MIN-MSW9163027-MUL-XXL"
1629,"70015-RO-PAI-2X","W-GEN-70015-PAI-2XL"
1630,"68418-RO-MUL-2X","W-GEN-68418-MUL-2XL"
1631,"MSW91650-CI-GRN-XXL","W-MIN-MSW9165020-GRN-XXL"
1632,"CTK74590-CR-GRN-XXL","W-CRU-CTK7459005-GRN-XXL"
1633,"70339-RO-PAI-2XL","W-GEN-70339-PAI-2XL"
1634,"MSK78950-CI-GRY-XXL","W-MIN-MSK7895006-GRA-XXL"
1635,"10LW1041B-WR-XXL","W-KON-10LW1041B-XXL"
1636,"42183-OU-CRÈ-1X","W-OTC-42183-CRÈ-1X"
1637,"MSW9163004-CI-BLU-XL","W-MIN-MSW9163004-BLU-XL"
1638,"98296-RO-BLA-XL","W-GEN-98296-BLA-XL"
1639,"MSW91630-CI-YEL-XL","W-MIN-MSW9163003-YEL-XL"
1640,"40218-OU-BLU-XL","W-OTC-40218-BLU-XL"
1641,"10055112-AR-WIL-XL","W-ARI-10055112-WIL-XL"
1642,"MSK78950-CI-GRY","W-MIN-MSK7895006-GRA-XL"
1643,"10098030-NAV-XL","W-GEN-1009803000787BU-NAV-XL"
1644,"112335690-WR-XL","W-KON-112335690-XL"
1645,"MAK92040-CI-PUR-XL","W-MIN-MAK9204001-PUR-XL"
1646,"22S3161-PA-DAR-XL","W-WMA-22S3161-DAR-XL"
1647,"RSWSODRYU2-PA-B-XL","W-WMA-RSWSODRYU2-BUR-XL"
1648,"PWN2S03154-PA-M-XXL","W-WMA-PWN2S03154-MEL-XXL"
1649,"MSW91630-CI-YEL-XXL","W-MIN-MSW9163003-YEL-XXL"
1650,"MSW91640-CI-LIG-XXL","W-MIN-MSW9164086-LIG-XXL"
1651,"RSWSODRYU2-PA-B-XXL","W-WMA-RSWSODRYU2-WIN-XXL"
1652,"MSW9163014-CI-BLU-XXL","W-MIN-MSW9163014-BLU-XXL"
1653,"MSW91630-CI-BLU-XXL","W-MIN-MSW9163004-BLU-XXL"
1655,"68294-RO-MUL-2X","W-GEN-68294-MUL-2XL"
1656,"10098030-TI-GRY","W-KAR-1009803000737-GRA-XL"
1658,"10098030-TI-GRY-L","W-KAR-1009803000737GY-GRA-L"
1659,"22S3161-RO-DAR-L","W-WMA-22S3161-DAR-L"
1660,"MSW91641-CI-ROY-L","W-MIN-MSW9164192-ROY-L"
1661,"MSW91650-CI-GRN-L","W-MIN-MSW9165024-GRN-L"
1662,"42183-OU-CRE-LG","W-OTC-42183-CRE-LG"
1663,"CTK74590-CR-GRN-M","W-CRU-CTK7459005-GRN-M"
1664,"MAK92040-CI-PUR-M","W-MIN-MAK9204001-PUR-M"
1665,"40213-OU-NVY-SM","W-OTC-40213-NAV-S/M"
1666,"40218-OU-BLU-MD","W-OTC-40218-BLU-MD"
1667,"112336413-WR-GR-L","W-KON-112336413-GRA-L"
1668,"112336413-GRY-S","W-GEN-112336413-GRA-S"
1669,"MAK92040-CI-PUR-S","W-MIN-MAK9204001-PUR-S"
1670,"48705-OU-TAN-SM","W-OTC-48705-TAN-SM"
1671,"40218-OU-BLU-SM","W-OTC-40218-BLU-SM"
1672,"112336528-WR-BL-SM","W-KON-112336528-BLU-S/M"
1673,"CTK74590-CR-KHK-S","W-CRU-CTK7459004-KHA-S"
1674,"MAK92040-CI-PUR-XS","W-MIN-MAK9204001-PUR-XS"
1675,"1009803000737-TI-GRY-S","W-KAR-1009803000737-GRA-S"
1676,"112336413-WR-GR-XS","W-KON-112336413-GRA-XS"
1677,"1009803000737-TI-GRY-XS","W-KAR-1009803000737-GRA-XS"
1678,"CTK7459004-CR-KHK-XS","W-CRU-CTK7459004-KHA-XS"
1679,"2777-BU-WHI-587","A-BHH-2777-WHI-58-7-1/4"
1680,"883383678505-RE-738","A-RHE-883383678505-7-3/8"
1681,"56-7-PB-WHT-567","A-GEN-56-7-WHI-56-7"
1682,"QUENTEN-RO-WHT-678","A-RKI-QUENTEN-WHI-6-7/8"
1683,"30428166-RE-81-634","A-RHE-30428166-81--6-3/4"
1684,"MAVERICK-RO-NAT-634","A-RKI-MAVERICK-NAT-6-3/4"
1685,"2934-PB-NAT","A-GEN-2934-NAT"
1686,"T71221-7-TW-NAT","A-MFW-T71221-7.375-NAT-7-3/8"
1687,"RSBRWR-3-HO-81-758","A-HBR-RSBRWR-30428175-81 -7-5/8"
1688,"RSBRWR-3-HO-81-712","A-HBR-RSBRWR-30428174-81 -7-1/2"
1689,"RSBRWR-3-HO-NAT-634","A-HBR-RSBRWR-30428166-NAT-634"
1690,"QUENTEN-RO-NAT-738","A-RKI-QUENTEN-NAT-7-3/8"
1691,"2992-PB-NAT-738","A-GEN-2992-NAT-59-7-3/8"
1692,"MAVERICK-RO-NAT","A-RKI-MAVERICK-NAT-7-3/8"
1693,"T71221-TW-NAT-678","A-MFW-T71221-NAT-6-7/8"
1694,"T71221-TW-NAT-6","A-MFW-T71221-NAT-6-3/4"
1695,"1320-OU-BRN-XL","A-OTC-1320-BRN-XL"
1696,"1166-OU-BRN-LG","A-OTC-1166-BRN-LG"
1697,"SW017572-WHT-612","A-GEN-SW01757236.OKJR-R-WHI-6-1/2-R"
1698,"71928047-BLK-L","A-GEN-719280476886-BLA-L"
1699,"719280476893-BLK-XL","A-GEN-719280476893-BLA-XL"
1700,"RWCORO-90420776-HO-BLK-734","A-HBR-RWCORO-90420776-BLA-7-3/4"
1701,"RWCORO-90420775-HO-BLK-758","A-HBR-RWCORO-90420775-BLA-7-5/8"
1702,"RWCORO-9-HO-BLK","A-HBR-RWCORO-90420766-BLA-6-3/4"
1703,"D53102-M&-NAT-712","A-MFW-D53102-NAT-7-1/2"
1704,"D53102-M&-NAT-7","A-MFW-D53102-NAT-7"
1705,"15118-TEA","A-GEN-15118-TEA"
1706,"D36202-M&-NAT-L","A-MFW-D36202-NAT-L"
1707,"SS25058126-JO-N-712","A-GEN-SS25058126-NAT-7-1/2R"
1708,"SS25058126-JO-N-738","A-GEN-SS25058126-NAT-7-3/8-R"
1709,"RSHODRK8-HO-BLA-734","A-HBR-RSHODRK8342M276-BLA-65-7-3/4"
1710,"RSHODRK8-HO-BLA-758","A-HBR-RSHODRK8342M275-BLA-7-5/8"
1711,"RSHODRK8-HO-BLA-712","A-HBR-RSHODRK8342M274-BLA-7-1/2"
1712,"RSHODRK8-BLA-738","A-GEN-RSHODRK8342M273-BLA-7-3/8"
1713,"RSHODRK8-HO-BLA-738","A-HBR-RSHODRK8342MZ173-BLA-7-3/8"
1714,"RSHODRK8-HO-BLA-714","A-HBR-RSHODRK8342M272-BLA-7-1/4"
1715,"RSHODRK8-HO-BLA-718","A-HBR-RSHODRK8342M271-BLA-7-1/8"
1716,"RSHODRK8-HO-BLA-7","A-HBR-RSHODRK8342M270-BLA-7"
1717,"RSHODRK8-HO-BLA-634","A-HBR-RSHODRK8342M266-BLA-6-3/4"
1719,"RSTHGDCJ-RE-BLA-734","A-RHE-RSTHGDCJ42M276-BLA-7-3/4"
1720,"RSTHGD-C-RE-BLA-734","A-RHE-RSTHGD-CJ42M2T26-BLA-7-3/4"
1721,"CHL-RO-THU-758","A-RKI-CHL-THU-7-5/8"
1722,"R5THGD-C-RE-BLA-758","A-RHE-R5THGD-CJ42M2T5-BLA-7-5/8"
1723,"RSTHGD-C-RE-BLA-712","A-RHE-RSTHGD-CJ42M274-BLA-7-1/2"
1724,"CHL-RO-THU-678","A-RKI-CHL-THU-6-7/8"
1725,"RFKGMN-5-RE-CHO-734","A-RHE-RFKGMN-52402276-CHO-7-3/4"
1726,"RF04150740-RE-B-734","A-RHE-RF04150740-BLA-7-3/4"
1727,"SF004116-ST-61-678","A-RHE-SF004116130-61 -6-7/8"
1728,"QUICKSIL-RE-QUI-634","A-RHE-QUICKSILVER-QUI-6-3/4"
1729,"RF0425B140-RE-B-634","A-RHE-RF0425B140-B1 -6-3/4"
1730,"W0604A-BA-BLK-612","A-RHE-W0604A-BLA-6-1/2"
1731,"M32881241-MA-WH-634","A-GEN-M32881241-WHI-6-3/4"
1732,"OPENCROWN-RO-SI-734","A-RKI-Open-SIL-7-3/4"
1733,"BUCKSKIN-RE-738","A-RHE-Buckskin-7-3/8"
1734,"PGNT--R-RE-72-714","A-RHE-PGNT--R-72 -7-1/4"
1735,"RESISTOL-RE-634","A-RHE-Resistol-6-3/4"
1736,"TBZR-MI-EL-714","A-GEN-TBZR-EL -7-1/4"
1737,"THUNDERB-BA-634","A-RHE-Thunderbolt-6-3/4"
1738,"RF0425B140-RE-A","A-RHE-RF0425B140-ALA-6-3/4"
1739,"FUTR-L-RE-SIL-634","A-RHE-FUTR-L-SIL-6-3/4"
1744,"25-1750-WE","W-WLE-25-1750"
1745,"782600C--JT-SIL","K-GEN-782600C-0-0-SIL"
1945,"889359049720+1","M-ARI-10017511-DUR-40-30"
1949,"051071502108+1","M-KON-13MWZ-36-32"
1950,"051071502108-1","M-KON-13MWZ-36-32"
1956,"051071393225+1","M-KON-13MWZXS-48-32"
1957,"051071393249+1","M-KON-13MWZXS-50-32"
1958,"051071393249-1","M-KON-13MWZXS-50-32"
1959,"051071393249-1-V2","M-KON-13MWZXS-50-32"
1960,"051071393249*1","M-KON-13MWZXS-50-32"
1961,"051071393249-1-V3","A-KON-13MWZXS-50-32"
1964,"760609081410+1","M-KON-1031MWZGK-40-32"
2023,"889871002838","M-ABC-3151-10.5-EE"
2348,"884882031747-FIX-PRICE","M-TWX-MWP0001-DS-14-EE"
2495,"192584451245","W-MIN-MAK7906002-GRA-XXL"
2803,"731871653568","M-BHS-HL4227-CIN-11.5-D"
2900,"193715486112","M-RBR-GB00625-12-M"
3262,"671270117332","K-OWB-BSI1907-4-NA"
3418,"050971008796","M-ECA-15202603BG-97-(AS-4XL"
4951,"65510-36-WE-ORA","A-WLE-65510-36-122-ORG"
5153,"073111062892","A-BHS-2172798W4-(B"
5712,"343007M0","A-RHE-OSBLGD-BLA-M"
5788,"112379217-BP-XXS","A-KON-112379217-BLU-XXS"
5813,"LIGHTSPEED","A-GEN-RSWDAY-CJ4081AL-ALL"
5990,"AR4379-981-L/XL","K-ARI-10055383-PRE-L/XL"
5991,"AR3718-981-S/M","K-ARI-10047873-HOR-S/M"
5993,"AR4378-871-S/M","K-ARI-10055382-MUL-S/M"
5994,"AR4378-981-S/M","K-ARI-10055382-ACT-S/M"
6493,"WLE-35-4277-S9-WHI-LG","A-WLE-35-4277-S9-WHI-LG"
6496,"T-WLE-35-4277-S15-STE-LG","A-WLE-35-4277-S15-STE-LG"
6497,"T-WLE-35-4276-S15-STE","A-WLE-35-4277-S15-STE-LG"
6498,"T-GEN-35-4276-S1-BLA-MD","A-WLE-T-BLA-Medium"
6499,"T-JTI-64-18000F-PNK-LARGE","A-JTI-64-18000F-11-103-PNK-Large"
6501,"T-GEN-64-18000F-11-103-PNK-LARGE","A-JTI-64-18000F-11-103-PNK-Large"
6505,"T-JTI-32-9123-2-81","A-JTI-32-9123-2-81-BLA-81"
6506,"T-JTI-32-9123-9-84","A-JTI-32-9123-9-84-BLA-84"
6507,"T-JTI-32-9123-4-69-BLU","A-JTI-32-9123-4-69-BLU-69"
6508,"T-JTI-32-91225MN-BLA-42","A-JTI-32-91225MN-BLA-42"
6509,"T-JTI-32-9123P-BLU-66","A-JTI-32-9123P-BLU-66"
6511,"T-JTI-32-9123P-TUR-63","A-JTI-32-9123P-14-63-TUR-63"
6517,"T-WLE-15-0180-BLA","A-WLE-15-0180-BLA"
6520,"T-TRO-70-130A","A-TRO-70-130A-BLA"
6524,"T-JTI-68-9036-BLU-","A-JTI-68-9036-4-0-ROY"
6526,"T-GEN-5932-1-16","A-GEN-5932-1-16-fl-oz"
7000,"NOSTYLEN-GRY-S","A-RKI-NOSTYLEN-GRA"
