barcode,our_product_id,our_product_name,our_sku,our_category,conflict_product_id,conflict_product_name,conflict_sku,conflict_category,keep_which,notes
197815865501,2006f7f5-77d6-4a79-bc4c-c2c20817760c,Floral Print Midi Dress (W-WMA-BWD0R08086-NAV-XS),W-WMA-BWD0R08086-NAV-M,,896521cf-85d2-43a4-92ac-7c109d8810b6,Rock and Roll Denim Floral Print Midi Dress,BWD0R08086-42-M,Apparel - Dresses,,
197815934535,59ea60a3-cb85-4a4d-b8b0-741704560596,Floral Print Midi Dress (W-WMA-BWD0R08086-NAV-XS),W-WMA-BWD0R08086-NAV-XXL,,349044cb-2d02-4c25-83fb-e3a0c8e14074,Rock and Roll Denim Floral Print Midi Dress,BWD0R08086-42-XXL,Apparel - Dresses,,
197815865495,5a68ed1b-a3f9-48ee-b741-a2d5aff070a7,Floral Print Midi Dress (W-WMA-BWD0R08086-NAV-XS),W-WMA-BWD0R08086-NAV-S,,64074846-c20c-4d76-bf04-8d9586e56ac5,Rock and Roll Denim Floral Print Midi Dress,BWD0R08086-42-S,Apparel - Dresses,,
197815865518,114b15cb-1780-4cc0-85a1-fc0af297abc3,Floral Print Midi Dress (W-WMA-BWD0R08086-NAV-XS),W-WMA-BWD0R08086-NAV-L,,46694980-f32e-47f4-9c22-35140a326485,Rock and Roll Denim Floral Print Midi Dress,BWD0R08086-42-L,Apparel - Dresses,,
197815865488,db71283f-0422-4f2f-997b-0751ab17d4cf,Floral Print Midi Dress (W-WMA-BWD0R08086-NAV-XS),W-WMA-BWD0R08086-NAV-XS,,20e6a737-dddd-45d1-b1db-865f6500dc24,Rock and Roll Denim Floral Print Midi Dress,BWD0R08086-42-XS,Apparel - Dresses,,
194648772587,7b2cfb6f-df02-4009-bd48-3f2a634a2eea,Juniors Mid Rise Trouser (W-WMA-W8M3517-LIG-33-32),W-WMA-W8M3517-LIG-33-32,Apparel - Jeans,ad93d1a3-e37d-4b37-ad6d-885c34432557,Rock & Roll Denim Mid Rise Trouser Jeans,W8M3517-33-32,Apparel - Jeans,,
194648772693,315237e1-b721-4765-9288-d4da286273d8,Juniors Mid Rise Trouser (W-WMA-W8M3517-LIG-33-32),W-WMA-W8M3517-LIG-32-34,Apparel - Jeans,74663a48-20a9-4811-b589-627c4fd2bcc1,Mid Rise Trouser,W8M3517-32-34,Apparel - Jeans,,
197815944718,408e052b-4061-4276-9e50-58016dc863df,Mens LS 2Pkt Snap (M-WMA-RMN2S08249-MAR-XS),M-WMA-RMN2S08249-MAR-XS,,1053ebb8-515d-4b30-b2c2-f7b82d4ef3e4,Panhandle Slim Mens LS 2Pkt Snap,RMN2S08249-60-XS,Apparel - Western Woven Shirts,,
197815944725,b9cc7f8e-b9d6-4591-bd91-49028944b4ee,Mens LS 2Pkt Snap (M-WMA-RMN2S08249-MAR-XS),M-WMA-RMN2S08249-MAR-S,,3cb0a382-a933-4515-9cfc-aabe0b221c83,Panhandle Slim Mens LS 2Pkt Snap,RMN2S08249-60-S,Apparel - Western Woven Shirts,,
740176170205,eff645eb-3997-453e-8a5f-39d68c534d47,Riding Dark Vintage Bootcut (W-WMA-W7_9516-DAR-32-32),W-WMA-W7_9516-DAR-32-32,Apparel - Jeans,b24db92e-7096-49e4-8ada-6162bb144d28,Riding Jean Bootcut,W7-9516-32-32,Apparel - Jeans,,
196692695737,a9039ddb-fc6b-4b0a-a3e0-72cea75de7c6,WD Star Backyoke Highrise Boot (W-WMA-BW4HD02244-DAR-36-34),W-WMA-BW4HD02244-DAR-36-34,Apparel - Jeans,c25db74c-65be-4f54-b8b2-94e2ca451914,Rock & Roll Denim WD Star Backyoke Highrise Boot Jeans,BW4HD02244-36-34,Apparel - Jeans,,
196692695584,816eaf9c-562b-440c-bc9f-a9c98c704e0a,WD Star Backyoke Highrise Boot (W-WMA-BW4HD02244-DAR-36-34),W-WMA-BW4HD02244-DAR-32-32,Apparel - Jeans,b854cb28-9526-4500-b241-3fa1b076cb7e,High Rise Bootcut,BW4HD02244-32-32,Apparel - Jeans,,
196692695591,fb8fb10b-8a8a-4765-ae17-1c866ce521c5,WD Star Backyoke Highrise Boot (W-WMA-BW4HD02244-DAR-36-34),W-WMA-BW4HD02244-DAR-33-32,Apparel - Jeans,107546d7-8344-4e0c-b41e-9a95079dabde,“WD Star Backyoke Highrise Boot”,BW4HD02244-33-32,Apparel - Jeans,,
196692695713,58396d03-9986-4780-8119-a13dd9d21bb8,WD Star Backyoke Highrise Boot (W-WMA-BW4HD02244-DAR-36-34),W-WMA-BW4HD02244-DAR-33-34,Apparel - Jeans,a935b399-fd2e-4193-b5bc-4ca1bcd855cd,Bootcut high rise - WD Star Backyoke,BW4HD02244-33-34,Apparel - Jeans,,
196070720037,d6622fce-f8ef-45c8-9dc2-a5dfabd9a6bd,Tin Haul 14-021-0007-1532 (W-KAR-14-021-0007-1532-6-NA),W-KAR-14-021-0007-1532-6-NA,Footwear - Boots,48c77ded-b5e5-46b6-80ae-3ad4cb8472e4,Pretty In Pink,W-KAR-1402100071532-PIN-6,Footwear - Western Boots,,
884882962362,a57e2fbc-2ecd-4e98-bee2-b938f4cab46a,"11"" UltraLite X Work Boot (Nano toe) (M-TWX-MULN004-MD-14-D) [M-TWX-MULN004-MD-14-D]",M-TWX-MULN004-MD-14-D,Footwear - Boots,3ba53a07-1275-4d3d-a479-6bf4676880de,"11"" UltraLite X Work Boot MULN004",MULN004-D-14,Footwear - Work Boots,,
848825575511,6fdfe7c9-cfd5-49c2-99d1-67f97c605af8,"6"" Work Oblique Toe Boot (M-TWX-MFSW001-OIL-11-M)",M-TWX-MFSW001-OIL-11-M,Footwear - Boots,12d54caa-8187-4c6c-8134-4b79ffe10608,6 Work Oblique Toe Boot,MFSW001-OSA-110-M,Footwear - Boots,,
884882073013,07d920ad-ab79-4313-9ab8-875bccbafd8c,"Men's ""The Original"" Chukka Driving Moc (M-TWX-MDM0003-BOM-11.5-M)",M-TWX-MDM0003-BOM-11.5-M,Footwear - Shoes,cfd6cdd3-3869-43e5-82ea-04ee223b18f4,"""THE ORIGINAL"" Chukka Driving Moc MDM0003",MDM0003-M-11.5,Footwear - Shoes,,
884882073020,dad61928-80ad-4d81-9f92-3030cf4ac10c,"Men's ""The Original"" Chukka Driving Moc (M-TWX-MDM0003-BOM-12-M)",M-TWX-MDM0003-BOM-12-M,Footwear - Shoes,1772975a-3fcf-46e6-aab2-a58132f07a53,"""THE ORIGINAL"" Chukka Driving Moc MDM0003",MDM0003-M-12,Footwear - Shoes,,
884882614872,9fb9c617-d36b-43da-b7c7-855808d9c430,"Men's 12"" Western Work Boot (Nano Toe) (M-TWX-MXBNW11-LIO-14-EE)",M-TWX-MXBNW11-LIO-14-EE,Footwear - Boots,3c39afa5-b15c-4d4c-b100-692039e429a1,Men's 12 Western Work Boot Nano Toe,MXBNW11-LDO-140-EE,Footwear - Boots,,
884882378354,30b9b5de-00d6-4e4c-8927-661a0a8db296,"Men's 4"" Work Chelsea Wedge Sole Boot (Nano Toe) (M-TWX-MCAN001-OIL-10.5-W) [M-TWX-MCAN001-OIL-10.5-W]",M-TWX-MCAN001-OIL-10.5-W,Footwear - Boots,3ce5b636-6ae0-4822-9da9-11405111e0ad,"4"" Work Chelsea Wedge Sole Boot MCAN001",MCAN001-W-10.5,Footwear - Work Boots,,
884882297303,08a3c536-2136-48a8-bf8b-eea2af64cc0f,Men's CellStretch Casual Slip On (M-TWX-MXC0003-BOM-14-M),M-TWX-MXC0003-BOM-14-M,Footwear - Shoes,37813a17-b601-4c8d-b211-8135891caec8,Slip-On Driving Moc MXC0003,MXC0003-M-14,Footwear - Shoes,,
884882297433,bdbb28f0-b759-4884-b13c-167ef0f18b5b,Men's CellStretch Casual Slip On (M-TWX-MXC0003-BOM-14-W),M-TWX-MXC0003-BOM-14-W,Footwear - Shoes,7b6e0421-f09c-4a16-a5f1-a95404cf32a6,Slip-On Driving Moc MXC0003,MXC0003-W-14,Footwear - Shoes,,
884882336637,f0f4e700-d356-498c-94dd-bba8f908477f,"Men's CellStretch Work Boots WS Toe (Alloy Toe) 12"" (M-TWX-MXBA001-BS-11.5-EE) [M-TWX-MXBA001-BS-11.5-EE]",M-TWX-MXBA001-BS-11.5-EE,Footwear - Boots,7dea7c7a-551a-4a66-a4dd-6542f0445580,"12"" Western Work Boot MXBA001",MXBA001-EE-11.5,Footwear - Work Boots,,
884882608895,97e3ebe3-5398-4a2a-a52f-bea4d87b6fc6,Men's Chukka Driving Moc (M-TWX-MDM0097-TAU-10-M),M-TWX-MDM0097-TAU-10-M,Footwear - Shoes,9aaa8f57-dc75-4a54-968a-804d86657165,Chukka Driving Moc MDM0097,MDM0097-M-10,Footwear - Shoes,,
884882608833,9fffc3cf-8785-4236-b8d4-f8017de9a0af,Men's Chukka Driving Moc (M-TWX-MDM0097-TAU-10.5-W),M-TWX-MDM0097-TAU-10.5-W,Footwear - Shoes,8cd73009-21dd-43c9-a56f-c820620fc828,Chukka Driving Moc MDM0097,MDM0097-W-10.5,Footwear - Shoes,,
884882608796,50547ac8-161b-45e5-aebc-62602ac73e08,Men's Chukka Driving Moc (M-TWX-MDM0097-TAU-11-W),M-TWX-MDM0097-TAU-11-W,Footwear - Shoes,4fe43c0f-1304-4170-88a6-cffc00a399bd,Chukka Driving Moc MDM0097,MDM0097-W-11,Footwear - Shoes,,
884882608918,4f04f28c-1c7a-4e24-b22a-271028835757,Men's Chukka Driving Moc (M-TWX-MDM0097-TAU-9.5-W),M-TWX-MDM0097-TAU-9.5-W,Footwear - Shoes,f64137a0-62c5-48c6-bf67-53c809714612,Chukka Driving Moc MDM0097,MDM0097-W-09.5,Footwear - Shoes,,
884882144133,2bcc0ebf-985c-49e0-863c-35780b8a1b70,Men's Driving Mocs D Toe (M-TWX-MDM0016-SOF-11-M),M-TWX-MDM0016-SOF-11-M,Footwear - Shoes,a1f83298-ba47-4fe9-ab00-c46a4ea45424,Chukka Driving Moc MDM0016,MDM0016-M-11,Footwear - Shoes,,
884882144263,fe96a7fd-a121-4e6a-bb8a-f79819535289,Men's Driving Mocs D Toe (M-TWX-MDM0016-SOF-11-W),M-TWX-MDM0016-SOF-11-W,Footwear - Shoes,0f9b7c82-ab56-46d2-a9f7-2c950275f34d,Chukka Driving Moc MDM0016,MDM0016-W-11,Footwear - Shoes,,
884882144232,23c0f9f7-cf71-4248-9d30-3cb5d62ceb5b,Men's Driving Mocs D Toe (M-TWX-MDM0016-SOF-9.5-W),M-TWX-MDM0016-SOF-9.5-W,Footwear - Shoes,9ee9425b-5b6e-4203-b1a5-62202e151c16,Chukka Driving Moc MDM0016,MDM0016-W-09.5,Footwear - Shoes,,
884882345585,9a3c34da-018d-4b0f-85fb-d9abb8c44ddc,Men's Logger Boots B Toe (M-TWX-MLGCW03-DIS-11-D),M-TWX-MLGCW03-DIS-11-D,Footwear - Boots,7f7c8677-ab2d-4d20-9543-c0f2c0a26acd,Men's Logger Boots B Toe,MLGCW03-DSA-110-D,Footwear - Boots,,
884882981165,2473b77b-8dd5-4594-b067-421983814aa8,"Twisted X 11"" Tech X Boot (W-TWX-WXTL002-GIN-5.5-B)",W-TWX-WXTL002-GIN-5.5-B,Footwear - Boots,663e6b68-24e5-445b-9148-023fb243090d,Twisted X 11 Tech X Boot,WXTL002-GVV-055-B,Footwear - Boots,,
884882975256,127d692f-16f8-4b09-918c-00c983cacdca,"Twisted X 11"" Tech X Boot (W-TWX-WXTR006-BLA-5.5-B)",W-TWX-WXTR006-BLA-5.5-B,Footwear - Boots,530131e2-565f-4501-a6fe-77e2b35acd24,Twisted X Tech X Boot,WXTR006-BSA-055-B,Footwear - Boots,,
884882999153,11784c37-9f8b-42b9-af77-f988e778d401,Twisted X Slip-On Kicks (W-TWX-WCA0079-DAR-5.5-M),W-TWX-WCA0079-DAR-5.5-M,Footwear - Shoes,a9fd4d3a-8f76-4296-a3af-66c7ddf8dbd7,Twisted X Slip-On Kicks,WCA0079-DCH-055-M,Footwear - Shoes,,
884882223494,008aa830-81d6-41ab-94b3-aeb3060ec8bd,Twisted X Women's Top Hand Western Boot (W-TWX-WTH0012-BOM-9.5-B) [W-TWX-WTH0012-BOM-9.5-B],W-TWX-WTH0012-BOM-9.5-B,Footwear - Boots,d92ac19a-f7c5-43fe-9c4b-202635a0e674,"11"" Top Hand WTH0012",WTH0012-B-09.5,Footwear - Western Boots,,
701340572829,b2c30eac-f97d-452a-be81-371ce26ac050,Twister Hat Band (A-MFW-0204602),A-MFW-0204602,,fa20d38d-6d4d-4dcf-92ce-16ddc59a63a7,HB 1/2 Inch Turquoise Lacing,0204602,Hats - Hat Accessories & Care,,
701340756298,e52ca6cc-263b-47ae-abeb-adba34f2434e,Twister Pink Youth Hat,K-MFW-T7135030-L-PNK-L,Hats - Straw Cowboy Hats,ad1e4b6e-1990-4d5e-910d-b4f4a911c635,Twister Bangora Kids Hat,T7135030-L,Hats - Straw Cowboy Hats,,
197150474680,4153aa73-207f-4cf8-8a98-0cd735b2ff50,Men's Wrangler Retro® Long Sleeve Sawtooth Snap Pocket Western Shirt,M-KON-112378925-DAI-2XT,,13d0e14d-4cda-451e-ba67-1491d76582bc,Wrangler Retro® Long Sleeve Shirt - Modern Fit,112378925-2XT,Apparel - Western Woven Shirts,,
197150474697,aec7f198-2281-41ce-ae09-ac5d8683dc8d,Men's Wrangler Retro® Long Sleeve Sawtooth Snap Pocket Western Shirt,M-KON-112378925-DAI-LT,,4fd945c2-b394-41c1-8bf0-fa4fbed360c7,Wrangler Retro® Long Sleeve Shirt - Modern Fit,112378925-LT,Apparel - Western Woven Shirts,,
197150566767,d98bcbbd-69bf-4648-8016-3fd4a2d7dae5,Vintage-Inspired Brushpopper Western Snap Workshirt (M-KON-112375916-AME-2XT),M-KON-112375916-AME-LT,,1d75a4b8-c446-49f8-9ad5-91733128600c,Wrangler® Vintage Inspired Long Sleeve Shirt,112375916-LT,Apparel - Western Woven Shirts,,
197150566750,eacf3de1-cebd-4754-a629-e1d86017dc87,Vintage-Inspired Brushpopper Western Snap Workshirt (M-KON-112375916-AME-2XT),M-KON-112375916-AME-2XT,,678a39f6-9819-4eaa-a790-eac32a32ffe4,Wrangler® Vintage Inspired Long Sleeve Shirt,112375916-2XT,Apparel - Western Woven Shirts,,
197150566743,a1566af5-0524-4627-aff8-37a2d506caf1,Vintage-Inspired Brushpopper Western Snap Workshirt (M-KON-112375916-AME-2XT),M-KON-112375916-AME-XLT,,78134caf-c1be-4ad8-8cc1-f86b988f1890,Wrangler® Vintage Inspired Long Sleeve Shirt,112375916-XLT,Apparel - Western Woven Shirts,,
196458711640,226f437b-9a6d-411d-a705-ab409e116e4b,Women's Wrangler® Willie Nelson Oversized Band Tee (W-KON-112361042-MAR-XL) [W-KON-112361042-MAR-XL],W-KON-112361042-MAR-XL,,c24fa2cb-1591-4dd6-a63c-03ba91e877d6,GBU WOMENS OVERSIZED TEE WILLIE NELSON,OVERSIZED_TEE-Women-XL-,Apparel - T-Shirts & Tanks,,
196458711688,c282e205-83d4-4706-b906-f46aaa5fcfac,Women's Wrangler® Willie Nelson Oversized Band Tee (W-KON-112361042-MAR-XXL) [W-KON-112361042-MAR-XXL],W-KON-112361042-MAR-XXL,,368a746c-d24f-412f-8cee-b48f73f8cfe6,GBU WOMENS OVERSIZED TEE WILLIE NELSON,OVERSIZED_TEE-Women-XXL-,Apparel - T-Shirts & Tanks,,
196458711213,2553bd87-53c0-4f13-9094-721a9ebb85db,Women's Wrangler® Willie Nelson Oversized Band Tee IVORY,W-KON-112361042-MAR-3XL,,9849b429-e591-4c5e-9b46-af7bd5ce9fc5,GBU WOMENS OVERSIZED TEE WILLIE NELSON,OVERSIZED_TEE-Women-3XL-,Apparel - T-Shirts & Tanks,,
197150443556,0bfed10c-392a-44f1-9225-939bd030e64e,Wrangler Brushpopper Shirt (A-KON-112379231-NA-S),A-KON-112379231-BLU-L,,d14444e8-de6a-4070-8397-ded8833a2459,Boys Vintage Brushpopper Long Sleeve Shirt,112379231-L,Apparel - Western Woven Shirts,,
051071340625,3ae0e9cd-68d9-4ac6-9c5e-19186970cd7b,Wrangler Cowboy Cut Jeans (M-KON-1013MWZTN-TAN-36-36),M-KON-1013MWZTN-TAN-36-36,Apparel - Jeans,2645b697-427a-437a-8ab7-3bc9dc4b43a8,COWBOY CUT JEAN* ORIGINAL FIT TAN,M-Kon-1013MWZTN-36-36,Apparel - Jeans,,
672787151949,c40dd3d3-5f67-4e1a-b019-16c49fbb8cb0,Wrangler Cowboy Cut Jeans (M-KON-936TAN-TAN-35-32),M-KON-936TAN-TAN-35-32,Apparel - Jeans,dc168ce0-49e3-4ebc-a40a-29422a4d4bdd,Cowboy Cut® Slim Fit - 0936T,0936T-Men-35-32,Apparel - Jeans,,
672787242418,37508cb4-a658-41cf-be51-9521d0d84074,Wrangler Cowboy Cut Western Work Shirt (M-KON-10MS70119-2XT) [M-KON-10MS70119-2XT],M-KON-10MS70119-2XT,Apparel - Jeans,66333b14-67f8-40cc-b743-eebe2ffb3ce0,Mens Authentic Cowboy Cut® Work Shirt - MS701,MS701-Men-2XT-TAL,Apparel - Western Woven Shirts,,
191056523367,94a359d9-b421-463f-931a-a88c320d92d3,Wrangler Jeans [10PQJ113D],K-KON-10PQJ113D-0-3-MO.,Apparel - Jeans,5adb05c5-044f-41ec-9466-f895f5e9c41d,ASAP WEST BABY GIRL RETRO BOOT MBLUE,PQJ11-Infant/Toddler-0-3-,Apparel - Jeans,,
191683832870,99abb482-5c70-4792-8fc2-2888e6da248b,Wrangler Retro Mae Jeans (W-KON-09MWFQG-MAE-15-32),W-KON-09MWFQG-MAE-15-32,Apparel - Jeans,7c622d02-7aa3-4a8a-9f4d-f8ce8e177d9d,Retro Mae Mid-Rise 09MWFQG,09MWFQG-15-32,Apparel - Jeans,,
197150408784,fd0036fe-9359-440d-a946-ad8fadb35d90,Wrangler Retro Shirt (M-KON-112378801-MVR-S),M-KON-112378801-MVR-XL,,543aee86-d325-423d-9775-cec82bddea44,Wrangler Retro® Premium Long Sleeve Snap Shirt - Modern Fit,112378801-XL-REG,Apparel - Western Woven Shirts,,
197150408715,4c285fc5-8da0-4add-8769-5aacaafa0c42,Wrangler Retro Shirt (M-KON-112378801-MVR-S),M-KON-112378801-MVR-M,,6a47958a-d561-4bb5-86da-3d433fe69961,Wrangler Retro® Premium Long Sleeve Snap Shirt - Modern Fit,112378801-M-REG,Apparel - Western Woven Shirts,,
197150408937,f96c451b-bb12-47a3-948d-de577f01e174,Wrangler Retro Shirt (M-KON-112378801-MVR-S),M-KON-112378801-MVR-XLT,,ffa0e5b4-a2c7-41a9-a99a-3ca5f8bb59fa,Wrangler Retro® Premium Long Sleeve Snap Shirt - Modern Fit,112378801-XLT-TAL,Apparel - Western Woven Shirts,,
197150408982,b6d42856-732d-4a60-8707-2b0de0e2e4cc,Wrangler Retro Shirt (M-KON-112378801-MVR-S),M-KON-112378801-MVR-XXL,,471e987c-bdb8-493d-bfd3-d67f0ed52412,Wrangler Retro® Premium Long Sleeve Snap Shirt - Modern Fit,112378801-XXL-REG,Apparel - Western Woven Shirts,,
197150408470,071fe028-b6c9-4763-8734-8a447575dba4,Wrangler Retro Shirt (M-KON-112378801-MVR-S),M-KON-112378801-MVR-LT,,735e3e2f-dfcc-4b89-9a40-b419c6e1415a,Wrangler Retro® Premium Long Sleeve Snap Shirt - Modern Fit,112378801-LT-TAL,Apparel - Western Woven Shirts,,
197150408432,a368e789-a5b4-4782-852f-2a1dc00c314a,Wrangler Retro Shirt (M-KON-112378801-MVR-S),M-KON-112378801-MVR-L,,8763e408-320d-4d1d-bd51-12f98e74decd,Wrangler Retro® Premium Long Sleeve Snap Shirt - Modern Fit,112378801-L-REG,Apparel - Western Woven Shirts,,
197150467491,7f11a1bf-0847-4006-9d90-63de1201f379,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),W-KON-112375864-ANT-S,,09827e84-45df-4b08-a6e6-b6b8f6a0ad81,Wrangler Retro® Short Sleeve T-Shirt - Regular Fit,112375864-S,Apparel - T-Shirts & Tanks,,
197150467477,d05a3679-790d-42f9-ba2e-452fecd2b0f1,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),W-KON-112375864-ANT-M,,c05cec8a-9d43-4962-a490-4743732f6649,Wrangler Retro® Short Sleeve T-Shirt - Regular Fit,112375864-M,Apparel - T-Shirts & Tanks,,
197150467453,a0655681-c610-4676-b61d-65ecdf676cc8,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),W-KON-112375864-ANT-L,,aefa16d0-3720-4919-ba8c-ab219e917956,Wrangler Retro® Short Sleeve T-Shirt - Regular Fit,112375864-L,Apparel - T-Shirts & Tanks,,
197150468412,9dc778a7-ba13-41e9-aac7-3dd172f13a6b,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),W-KON-112375864-ANT-XL,,17785d83-dff5-4741-ad7f-9fd97813c52a,Wrangler Retro® Short Sleeve T-Shirt - Regular Fit,112375864-XL,Apparel - T-Shirts & Tanks,,
197150468450,290881e1-286f-4a3f-af5c-111a3ca7a56d,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),W-KON-112375864-ANT-XXL,,be289d1b-ccbc-4b5b-9d09-e194df53b157,Wrangler Retro® Short Sleeve T-Shirt - Regular Fit,112375864-XXL,Apparel - T-Shirts & Tanks,,
197150467439,3cb82fe0-5b83-41fb-a06d-7b36bcc57581,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),W-KON-112375864-ANT-3XL,,b0b50dc5-73d5-4384-8517-fddfb3d1611b,Wrangler Retro® Short Sleeve T-Shirt - Regular Fit,112375864-3XL,Apparel - T-Shirts & Tanks,,
197150468436,e6506d55-8355-4563-adb8-31d71afd9f3d,Wrangler Retro® Short Sleeve T-Shirt Regular Fit (W-KON-112375864-ANT-XS),W-KON-112375864-ANT-XS,,c341205c-902c-4ead-a8a7-ffe0e06e7f2d,Wrangler Retro® Short Sleeve T-Shirt - Regular Fit,112375864-XS,Apparel - T-Shirts & Tanks,,
191683257321,358d2bad-5616-4f00-bf52-27f07cf391e7,Wrangler Trouser Jean (K-KON-1009GWWDI-10-R),K-KON-1009GWWDI-10-R,Apparel - Jeans,be3af72f-c1a5-4712-9056-0fc4d5a36358,ASAP WEST GIRL RETRO TROUSER DARCI,09GWW-Girls-10-REG,Apparel - Jeans,,
191056434243,cf7df2b1-e7a8-4d21-bba8-fc980caf4f7d,Wrangler Western Shirt (W-KON-LW011FA-L),W-KON-LW011FA-L,,016fce2d-7fb2-489b-8ca2-dfdae3d68b63,ASAP WEST WMN LS ESSENTIAL FLANNEL ASST,LW011-Women-L-REG,Apparel - Western Woven Shirts,,
191056434236,f9e8b0fd-e2aa-41a2-b225-e0c6bb28ccd4,Wrangler Western Shirt (W-KON-LW011FA-M),W-KON-LW011FA-M,,c9f5f3bb-ce11-48b3-8862-60d137091def,ASAP WEST WMN LS ESSENTIAL FLANNEL ASST,LW011-Women-M-REG,Apparel - Western Woven Shirts,,
701340794955,992cdf73-51c1-4beb-a427-1d3d49ed88a3,A.W.SB112WrkhogCH (A-MFW-A290001707),A-MFW-A290001707,,c2c7fb7a-2a76-427c-a9e7-7cdf5584d70d,A.W.SB112WrkhogCH,A290001707,Hats - Caps/Beanies/Novelty,,
195556091746,d6227804-1b6c-42a1-9b0f-27c67a65dcdf,Always Be My Baby Hat (A-GEN-CSABMB-0640NUM0-NAT-M),A-GEN-CSABMB-0640NUM0-NAT-M,,d64bd673-bb08-436f-8d5f-db25afb822bf,06 ALWAYS BE MY BABY,CSABMB-0640NUM0,Hats,,
195556091777,a1f6c180-9787-4f63-94a0-45e70c0a9649,Always Be My Baby Hat (A-GEN-CSABMB-0640NUS0-NAT-S),A-GEN-CSABMB-0640NUS0-NAT-S,,efb20343-9f40-42a4-8109-4cd0b6dc1b84,06 ALWAYS BE MY BABY,CSABMB-0640NUS0,Hats,,
701340792326,fa766707-ce80-43f8-a68f-d1d002779f21,Ariat Cap Toe Bug Stiich Brim Rope Black (A-MFW-A300092201),A-MFW-A300092201,,7fa31959-2f06-4763-8ce2-0be7d992f338,Ariat Cap Toe Bug Stiich Brim Rope Black,A300092201,Hats - Caps/Beanies/Novelty,,
701340765627,12d8c9ea-c7bd-45fd-9d4e-44c5ee47fda8,Ariat Girls Ponyflo Cap Aztec Print Logo Pink (K-MFW-A300087930-AZT-OS),K-MFW-A300087930-AZT-OS,,2124a9dc-0d7b-44ea-b450-fbc1ef6390f0,Ariat Girls Ponyflo Cap Aztec Print Logo Pink,A300087930,Hats - Caps/Beanies/Novelty,,
701340803749,42d45a3a-40e5-411e-b00f-dea9003e141e,Ariat Ladies Cap Snap Back Checker Patch White (A-MFW-A300093505-WHI-OS),A-MFW-A300093505-WHI-OS,,0a56cb6d-b1e3-4de2-8fba-388a4a851dd3,Ariat Ladies Cap Snap Back Checker Patch White,A300093505,Hats - Caps/Beanies/Novelty,,
701340781511,42e01ad1-711b-4a93-834f-ed4ac463d2e6,Ariat Ladies PonyFlo Cap Fabric Front Multicolor (A-MFW-A300089597-BRO),A-MFW-A300089597-BRO,,07a87982-b9f6-4114-90d8-d431fcce1ffa,Ariat Ladies PonyFlo Cap Fabric Front Multicolor,A300089597,Hats - Caps/Beanies/Novelty,,
701340775763,44f5d8fe-ca44-4208-99cc-5108f5944ca5,Ariat Mens Cap R112 Aces 3D Embroidered Black (A-MFW-A300086901),A-MFW-A300086901,,c71b8cf3-c1e1-4c90-bb2d-829dffc1303e,Ariat Mens Cap R112 Aces 3D Embroidered Black,A300086901,Hats - Caps/Beanies/Novelty,,
701340803817,2a64595a-95e0-4ed8-bc33-40fffcdc8534,Ariat Mens Cap Snap Back Diamond Patch Black (A-MFW-A300094201),A-MFW-A300094201,,2c3a1eb7-f9dc-4bdb-938d-b98962ede53e,Ariat Mens Cap Snap Back Diamond Patch Black,A300094201,Hats - Caps/Beanies/Novelty,,
701340792388,ea7d0e26-6e94-4dc9-a693-022a188a6431,Ariat Mens Cap Snap Back Embroidered Shield Camo Black Grey (A-MFW-A300092866),A-MFW-A300092866,,1a9982a1-44fd-43f9-8533-242dc24c18eb,Ariat Mens Cap Snap Back Embroidered Shield Camo Black Grey,A300092866,Hats - Caps/Beanies/Novelty,,
701340792333,c66d49b3-133a-4a0f-a9cf-f0cf54a82da2,Ariat Trucker Hat (A-MFW-A300092308-BEI-OS),A-MFW-A300092308-BEI-OS,,fb0a87b7-b123-46fd-9715-55069388879d,Ariat Cap Shield Toe Bug Tan,A300092308,Hats - Caps/Beanies/Novelty,,
701340476424,2028e66a-cb19-4ba2-a416-4ceeb513d2ea,Brown Boot (A-MFW-A2301602-48-BRO-48),A-MFW-A2301602-48-BRO-48,,,,,,,
701340476431,d1dc0f6b-2ba7-4fd2-bc45-dc1161494733,Brown Boot (A-MFW-A2301602-54-BRO-54),A-MFW-A2301602-54-BRO-54,,a60fe25c-1777-42f2-a91c-786b38138dd0,Ariat Boot Lace,MFW-A2301602-BR-54,Footwear - Footwear Accessories & Care,,
701340476455,f9d113d7-e301-4279-85b3-612cb2c74dfa,Brown Boot (A-MFW-A2301602-63-BRO),A-MFW-A2301602-63-BRO,,,,,,,
749186537268,1fe217b8-d637-4bbc-b312-9e839ff6bf79,"Civil Dusk Men's 11"" Roper (M-BHS-PH5046-CAR-10.5-D) [M-BHS-PH5046-CAR-10.5-D]",M-BHS-PH5046-CAR-10.5-D,Footwear - Boots,9b4663a6-95f6-48e7-bc17-89982c86e63a,Corvus,PH5046-105D-200,Footwear - Western Boots,,
