source_pid,orphan_sku,ls_product_id,ls_uuid_found,style_number_raw,style_number_clean,embedded_color_code,brand,supplier,category,barcode,retail_price,supply_price,color,size,item_name,ls_deleted_at,ls_active,ls_family_id,ls_name
1631,W-MIN-MSW9165020-GRN-GRN-XXL,e1a4de17-2f19-4a37-a36d-2af490e77c4d,Y,MSW9165020 GRN,MSW9165020,GRN,Cinch,Miller International,Apparel - Western Shirt,192584323269,37.97,,Green,XXL,Cinch Western Shirt,,Y,b9a092f3-6a63-431a-9934-c54614fb0fbc,Cinch Western Shirt (W-MIN-MSW9165020-GRN-GRN-XXL)
1632,W-CRU-CTK7459005-GRN-GRN-XXL,9198a8ca-6349-41af-a708-4412774db4f9,Y,CTK7459005 GRN,CTK7459005,GRN,Cruel Denim,Cruel Denim,Apparel - T-Shirt,192584523072,22.97,,Green,XXL,Cruel Denim Shirt,,Y,6f7d7365-5e79-48c0-98aa-40b55d9a0bcb,Cruel Denim Shirt (W-CRU-CTK7459005-GRN-GRN-XXL) [W-CRU-CTK7459005-GRN-GRN-XXL]
1634,W-MIN-MSK7895006-LTB-GRA-XXL,5e1c6a19-f242-4bf5-b560-caae779878c5,Y,MSK7895006 LTB,MSK7895006,LTB,Cinch,Miller International,Apparel - T-Shirt,192584433647,25.97,,Gray,XXL,Cinch Shirt,,Y,83fc8058-1510-45cf-a979-397de0d6ff2d,Cinch Shirt (W-MIN-MSK7895006-LTB-GRA-XXL) [W-MIN-MSK7895006-LTB-GRA-XXL]
1642,W-MIN-MSK7895006-LTB-GRA-XL,d39e664e-0e1e-411c-a9b3-38ca19baa21b,Y,MSK7895006 LTB,MSK7895006,LTB,Cinch,Miller International,Apparel - Shirt,192584433630,25.97,,Gray,XL,Cinch Shirt,,Y,7a8613b5-f2eb-4cb1-802e-645d464c4357,Cinch Shirt (W-MIN-MSK7895006-LTB-GRA-XL) [W-MIN-MSK7895006-LTB-GRA-XL]
1650,W-MIN-MSW9164086-LTB-LIG-XXL,07364e8e-c66e-40fc-b4d0-0a377be982c4,Y,MSW9164086 LTB,MSW9164086,LTB,Cinch,Miller International,Apparel - Western Shirt,192584010848,41.97,,Light Blue,XXL,Cinch Western Shirt,,Y,368b56db-ca29-49e3-8896-9fc67196207a,Cinch Western Shirt (W-MIN-MSW9164086-LTB-LIG-XXL)
1652,W-MIN-MSW9163014-BLU-BLU-XXL,d4e7cf54-6b83-4466-a842-2149d684b7c4,Y,MSW9163014 BLU,MSW9163014,BLU,Cinch,Miller International,Apparel - Western Shirt,192584398168,42.97,,Blue,XXL,Cinch Arenaflex Western Shirt,,Y,55d614a7-a4ea-4fb1-8233-e0d7561f411c,Cinch Arenaflex Western Shirt (W-MIN-MSW9163014-BLU-BLU-XXL)
1661,W-MIN-MSW9165024-GRN-GRN-L,9879847d-28d3-47fb-b337-642a5161f6a7,Y,MSW9165024 GRN,MSW9165024,GRN,Cinch,Miller International,Apparel - Western Shirt,192584346053,36.97,,Green,L,Cinch Western Shirt,,Y,b5e4d5f6-42a3-4496-9c93-f87300c703a2,Cinch Western Shirt (W-MIN-MSW9165024-GRN-GRN-L)
1663,W-CRU-CTK7459005-GRN-GRN-M,f9acd829-9a4e-4763-92ff-27f157e21e8f,Y,CTK7459005 GRN,CTK7459005,GRN,Cruel Denim,Cruel Denim,Apparel - Shirt,192584523041,22.97,,Green,M,Cruel Denim Shirt,,Y,d9e15dca-71e0-4d6a-9526-41c6198a0479,Cruel Denim Shirt (W-CRU-CTK7459005-GRN-GRN-M) [W-CRU-CTK7459005-GRN-GRN-M]
1673,W-CRU-CTK7459004-KHA-KHA-S,d1ea98b9-74ac-4e4a-a14c-a55c15411eb1,Y,CTK7459004 KHA,CTK7459004,KHA,Cruel Denim,Cruel Denim,Apparel - T-Shirt,192584499049,20.97,,Khaki,S,Cruel Denim T-Shirt,,Y,5a6fe6ee-bc02-45d9-bdfe-3d54165caa68,Cruel Denim T-Shirt (W-CRU-CTK7459004-KHA-KHA-S) [W-CRU-CTK7459004-KHA-KHA-S]
1678,W-CRU-CTK7459004-KHA-KHA-XS,4a5f2bbe-8e03-47b7-885f-3f63af21f98f,Y,CTK7459004 KHA,CTK7459004,KHA,Cruel Denim,Cruel Denim,Apparel - T-Shirt,192584499032,20.97,,Khaki,XS,Cruel Denim T-Shirt,,Y,4d79e026-92c0-4ce0-8f8a-0b5862040748,Cruel Denim T-Shirt (W-CRU-CTK7459004-KHA-KHA-XS) [W-CRU-CTK7459004-KHA-KHA-XS]
1680,A-RHE-883383678505-7-3/8,1ef6dd2a-e8e7-4f90-9dbf-d6e286fb7c3d,Y,883383678505,883383678505,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat - Straw,883383678505,125.91,,,7 3/8,Resistol Hat,,Y,5630d4dc-777b-4371-bb05-8b63231cac74,Resistol Hat (A-RHE-883383678505-7-3/8) [A-RHE-883383678505-7-3/8]
1683,A-RHE-30428166-NAT-6-3/4,14db80a7-c16b-46f2-ab45-4b7a71cc5405,Y,30428166,30428166,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat - Straw,,83.97,,Natural,6 3/4,Resistol George Strait Collection Hat,,Y,1e8ea132-e015-47c4-a811-2a27bd528baa,Resistol George Strait Collection Hat (A-RHE-30428166-NAT-6-3/4)
1701,A-HBR-RWCORO-90420775-BLA-7-5/8,6213eb74-4b77-4338-bdf5-b47fc44694ee,Y,RWCORO-90420775,RWCORO-90420775,,Hooey,Hooey Brands LLC,Hat - Felt,195556011744,90.97,,Black,7 5/8,Colorado Hat,,Y,1c6b6e8c-0f7a-4696-9636-6abc86282f42,Colorado Hat (A-HBR-RWCORO-90420775-BLA-7-5/8)
1702,A-HBR-RWCORO-90420766-BLA-6-3/4,3a5cd17e-36d6-454d-b519-b21b6e81a596,Y,RWCORO-90420766,RWCORO-90420766,,Hooey,Hooey Brands LLC,Apparel - Hat,1955569042076,90.97,,Black,6 3/4,Colorado Hat,,Y,3c73cb2a-71a7-4edb-a669-915928f651e0,Colorado Hat (A-HBR-RWCORO-90420766-BLA-6-3/4)
1708,A-RHE-SS25058126-NAT-7-3/8-R,4f674cf0-e827-4cbf-85b9-f6e8db6c1b11,Y,SS25058126,SS25058126,,John B. Stetson,"HATCO (RHE Hatco, Inc.)",Hat - Straw,719280004058,24.95,,Natural,7-3/8 R,John B. Stetson Hat,,Y,69ea58ba-9520-4238-a4d8-a4d6d75cfb41,John B. Stetson Hat (A-RHE-SS25058126-NAT-7-3/8-R) [A-RHE-SS25058126-NAT-7-3/8-R
1710,A-HBR-RSHODRK8342M275-BW-7-5/8,0a751082-9f29-446d-bd06-e663be64ee78,Y,RSHODRK8342M275,RSHODRK8342M275,,Hooey,Hooey Brands LLC,Hat - Straw,883383683912,48.97,,Black/W,7 5/8,Hooey Del Rio K,,Y,01a5c732-8650-45f6-a071-bdef7d2bfbe5,Hooey Del Rio K (A-HBR-RSHODRK8342M275-BW-7-5/8) [A-HBR-RSHODRK8342M275-BW-7-5/8
1711,A-HBR-RSHODRK8342M274-BW-7-1/2,7176f76a-693a-427f-b8a4-d2c595c4f001,Y,RSHODRK8342M274,RSHODRK8342M274,,Hooey,Hooey Brands LLC,Hat - Straw,883383683905,48.97,,Black/W,7 1/2,Hooey Del Rio K,,Y,44aa50dc-81d7-45ea-85b2-466f6b249213,Hooey Del Rio K (A-HBR-RSHODRK8342M274-BW-7-1/2)
1712,A-HBR-RSHODRK8342M273-BW-7-3/8,8bb4a196-283c-4b40-bee7-e9d666edeb24,Y,RSHODRK8342M273,RSHODRK8342M273,,Hooey,Hooey Brands LLC,Hat - Straw,883383683699,48.97,,Black/W,7 3/8,Hooey Del Rio K,,Y,83c068e3-c00c-438a-a775-aa03d6a652af,Hooey Del Rio K (A-HBR-RSHODRK8342M273-BW-7-3/8)
1713,A-HBR-RSHODRK8342MZ173-BW-7-3/8,eab631a3-cdd8-404e-ad47-4c5eecdc29c7,Y,RSHODRK8342MZ173,RSHODRK8342MZ173,,Hooey,Hooey Brands LLC,Hat - Straw,883383683899,48.97,,Black/W,7 3/8,Hooey Del Rio K,,Y,b7c1b587-5e50-4dde-b88c-8b4a6ec804dc,Hooey Del Rio K (A-HBR-RSHODRK8342MZ173-BW-7-3/8) [A-HBR-RSHODRK8342MZ173-BW-7-3
1714,A-HBR-RSHODRK8342M272-BW-7-1/4,02b1f7c8-64ff-4020-a7f2-201e31a0668d,Y,RSHODRK8342M272,RSHODRK8342M272,,Hooey,Hooey Brands LLC,Hat - Straw,883383683882,48.97,,Black/W,7 1/4,Hooey Del Rio K,,Y,196e56d4-f49f-4b30-bb8d-1b21f0239a72,Hooey Del Rio K (A-HBR-RSHODRK8342M272-BW-7-1/4)
1715,A-HBR-RSHODRK8342M271-BW-7-1/8,c110d7e5-ca9f-44db-8c87-1d935f3f1a73,Y,RSHODRK8342M271,RSHODRK8342M271,,Hooey,Hooey Brands LLC,Hat - Straw,883383683875,48.97,,Black/W,7 1/8,Hooey Del Rio Hat,,Y,290dc6db-0322-4555-8f1f-fc6c4ed20eda,Hooey Del Rio Hat (A-HBR-RSHODRK8342M271-BW-7-1/8) [A-HBR-RSHODRK8342M271-BW-7-1
1717,A-HBR-RSHODRK8342M266-BW-6-3/4,73d27df9-f698-4309-a1a3-8a2ba3441e08,Y,RSHODRK8342M266,RSHODRK8342M266,,Hooey,Hooey Brands LLC,Hat - Straw,883383683844,48.97,,Black/W,6 3/4,Hooey Del Rio K,,Y,ff8c43c9-ac4e-4ddb-b85c-3a65059a2ae1,Hooey Del Rio K (A-HBR-RSHODRK8342M266-BW-6-3/4)
1719,A-RHE-RSTHGDCJ42M276-BW-7-3/4,b5fb91b5-1106-4d9c-89b6-efb6d90f62fd,Y,RSTHGDCJ42M276,RSTHGDCJ42M276,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat - Straw,,109.97,,Black/W,7 3/4,The Guard Hat,,Y,efdb4b3a-1c91-4e4c-9693-9a638bf3fedd,The Guard Hat (A-RHE-RSTHGDCJ42M276-BW-7-3/4)
1720,A-RHE-RSTHGD-CJ42M2T26-BW-7-3/4,2b73f842-5961-46a6-ab97-358eec46e872,Y,RSTHGD-CJ42M2T26,RSTHGD-CJ42M2T26,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat - Straw,,102.97,,Black/W,7 3/4,The Guard Hat,,Y,189f68d8-71c8-49d2-9cb0-6d922d73e649,The Guard Hat (A-RHE-RSTHGD-CJ42M2T26-BW-7-3/4)
1722,A-RHE-R5THGD-CJ42M2T5-BW-7-5/8,d79487aa-71e3-4931-91c5-39a4c21bf713,Y,R5THGD-CJ42M2T5,R5THGD-CJ42M2T5,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat - Straw,,102.97,,Black/W,7 5/8,The Guard Hat,,Y,5e8221f2-cb4a-46e3-a71b-a19bbc40f390,The Guard Hat (A-RHE-R5THGD-CJ42M2T5-BW-7-5/8)
1723,A-RHE-RSTHGD-CJ42M274-BW-7-1/2,a5bbe018-8596-4bed-9198-2f5ff94715c3,Y,RSTHGD-CJ42M274,RSTHGD-CJ42M274,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat - Straw,,102.97,,Black/W,7 1/2,The Guard Hat,,Y,f83ebd4e-1861-423b-af2c-9ac00ddcbd30,The Guard Hat (A-RHE-RSTHGD-CJ42M274-BW-7-1/2)
1725,A-RHE-RFKGMN-52402276-CHO-7-3/4,7b3a8aba-2a65-4042-84b4-eb0a8bafca08,Y,RFKGMN-52402276,RFKGMN-52402276,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat,717220811742,139.97,,Chocolate,7 3/4,Resistol George Straight Kingman Hat,,Y,ea89234d-eb21-44bf-a8f1-dcc8c4b4f48c,Resistol George Straight Kingman Hat (A-RHE-RFKGMN-52402276-CHO-7-3/4) [A-RHE-RF
1726,A-RHE-RF04150740-BLA-7-3/4,4b7fc7c3-0cc5-4433-b078-4fd5855f624f,Y,RF04150740,RF04150740,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat,79521404967,93.97,,Black,7 3/4,Resistol Rancher Hat,,Y,2239ffcb-2bbb-462f-9fda-f0e27c058ede,Resistol Rancher Hat (A-RHE-RF04150740-BLA-7-3/4)
1727,A-RHE-SF004116130-SIL-6-7/8,435108a3-8d6c-4e55-9090-1bec7782dfad,Y,SF004116130,SF004116130,,Stetson,"HATCO (RHE Hatco, Inc.)",Hat,795177065630,95.97,,Silverbell,6 7/8,Stetson Range Hat,,Y,92294cd3-601a-41c0-8ed7-7c462becf3af,Stetson Range Hat (A-RHE-SF004116130-SIL-6-7/8) [A-RHE-SF004116130-SIL-6-7/8]
1728,A-RHE-QUICKSILVER-QUI-6-3/4,681217b8-1644-4cfc-9125-110b8fc1a71a,Y,QUICKSILVER,QUICKSILVER,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat,,26.97,,Quicksilver,6 3/4,Resistol Hat,,Y,c937545f-4f1e-4936-bdc6-23c46e731232,Resistol Hat (A-RHE-QUICKSILVER-QUI-6-3/4)
1731,A-RHE-M32881241-WHI-6-3/4,27404dff-30bd-4939-8788-dadfc554195c,Y,M32881241,M32881241,,Master Hatters of Texas,"HATCO (RHE Hatco, Inc.)",Hat,,69.95,,White Pearl,6 3/4,Master Hatters of Texas Hat,,Y,6e42936d-e3a8-40dd-883f-4c37b0464c3b,Master Hatters of Texas Hat (A-RHE-M32881241-WHI-6-3/4)
1733,A-RHE-Buckskin-7-3/8,64931669-4d7f-4f97-9c8a-9391b167be48,Y,Buckskin,Buckskin,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat,,159.95,,,7 3/8,Resistol Buckskin,,Y,8f1fe483-9ba7-4613-af8f-5989e763da24,Resistol Buckskin (A-RHE-Buckskin-7-3/8)
1734,A-RHE-PGNT--R-WHI-7-1/4,fd8913bb-584c-4d2a-9182-655f93cae879,Y,PGNT--R,PGNT--R,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat,,50.00,,White,7 1/4,Resistol Pageant Hat,,Y,586d3668-6d7e-4e67-906e-3dc7a18b1767,Resistol Pageant Hat (A-RHE-PGNT--R-WHI-7-1/4)
1735,A-RHE-Resistol-6-3/4,41a3a7b5-582b-4cb9-ad0a-7511a6ec9b85,Y,Resistol,Resistol,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat,,75.00,,,6 3/4,Resistol Cattleman Hat,,Y,371d8923-bb8a-4e98-8717-fa0f029cd705,Resistol Cattleman Hat (A-RHE-Resistol-6-3/4)
1736,A-MFW-TBZR-EL-7-1/4,588e5f98-213a-499a-9c63-80d0cb6db111,Y,TBZR,TBZR,,Milano Hat Co,M&F Western Products LLC,Hat,,199.97,,El Toro Tan,7 1/4,Milano Hats El Toro Tan,,Y,5fac35bf-54f3-4302-8987-1f185cb61cd6,Milano Hats El Toro Tan (A-MFW-TBZR-EL-7-1/4)
1737,A-RHE-Thunderbolt-DOB2-6-3/4,3faf6911-08cc-45ec-ab48-9b04b77f3d52,Y,Thunderbolt DOB2,Thunderbolt,DOB2,Bailey,"HATCO (RHE Hatco, Inc.)",Hat,,75.00,,,6 3/4,Bailey Hat,,Y,8e84cc4c-9c23-42a7-ad6f-e1169c03bee9,Bailey Hat (A-RHE-Thunderbolt-DOB2-6-3/4)
1739,A-RHE-FUTR-L-SIL-6-3/4,f10aa039-2c71-4a76-9c46-15b548e5b7fd,Y,FUTR-L,FUTR-L,,Resistol,"HATCO (RHE Hatco, Inc.)",Hat,,89.97,,Silverbelly,6 3/4,Resistol Futurity Hat,,Y,0b8d8ad3-d381-4af7-b085-89e2b3a7d79d,Resistol Futurity Hat (A-RHE-FUTR-L-SIL-6-3/4)
1768,M-MIN-MB58135009-MUL-S,2779846d-94b6-4282-89c5-e8c1a30878df,Y,MB58135009 MUL,MB58135009,MUL,Cinch,Miller International,Apparel - Swim,192584632033,60.0,,,S,Cinch Swim Trunk,,Y,8f3456f3-374a-4cb5-b7d6-e1fbb95d9999,Cinch Swim Trunk (M-MIN-MB58135009-MUL-S) [M-MIN-MB58135009-MUL-S]
1769,W-CRU-CB76953001-IND-IND-31/11-L,5b519666-f8cf-4dd5-85fb-ffc6e6d6d996,Y,CB76953001 IND,CB76953001,IND,Cruel Denim,Cruel Denim,Apparel - Jeans,192584646948,129.95,,IND,31/11,MILA Cruel Denim Moderate Rise Trouser,,Y,30e51620-556d-4bd0-a7c8-75d03bb86345,MILA Cruel Denim Moderate Rise Trouser (W-CRU-CB76953001-IND-IND-31/11-L) [W-CRU
1779,M-MIN-MB71934005-IND-NA-44-34,433ded9a-98bb-47c0-ac6f-3ef635a5b304,Y,MB71934005 IND,MB71934005,IND,Cinch,Miller International,Apparel - Jeans,192584036077,89.95,,NA,44,Cinch Carter 2.4 Relaxed Jeans,,Y,b1afc839-3049-4a9a-8740-dde267609681,Cinch Carter 2.4 Relaxed Jeans (M-MIN-MB71934005-IND-NA-44-34) [M-MIN-MB71934005
1912,M-KON-936-GBK-32-38,08401173-3ebe-48e4-911c-3cddfbf67b2f,Y,936 GBK,936,GBK,Wrangler,Kontoor Brands,Apparel - Jeans,084084240514,42.95,,,32,Wrangler Cowboy Cut Jeans,,Y,a080e44b-c0ab-410c-a7a1-9f27e4d1fb01,Wrangler Cowboy Cut Jeans (M-KON-936-GBK-32-38)
2301,M-BHS-PH-5005-BRO-13-EE,373a4025-7b50-47eb-a3e1-efcfa3f66ca9,Y,PH 5005,PH,5005,H & H,BHSH (BH Shoe Holdings),Footwear - Boots,749186518014,185.95,,Brown Leaher,13,Phantom Rider Fortitude,,Y,d1047d51-c3d3-4ecf-83e7-e0db511dbec3,Phantom Rider Fortitude (M-BHS-PH-5005-BRO-13-EE)
2394,A-MIN-MSK7910001-GRY-GRA-S,cb99efb3-f5ef-4cb0-9507-5a40f2b8294c,Y,MSK7910001 GRY,MSK7910001,GRY,Cinch,Miller International,Apparel - Top,192584548013,54.95,27.5,Gray,S,Cinch Shirt MSK7910001,,Y,f3f016df-35d7-44fc-8120-f3e3968da9cb,Cinch Shirt MSK7910001 (A-MIN-MSK7910001-GRY-GRA-S) [A-MIN-MSK7910001-GRY-GRA-S]
2395,W-CRU-CTW7473002-WHT-WHI-XXL,56165b2d-e4af-4b44-8a2c-90f6f7cb937e,Y,CTW7473002 WHT,CTW7473002,WHT,Cruel Womens,Cruel,Apparel - Top,192584564952,49.95,,White,XXL,Women's  Sleeveless Top,,Y,2bb72958-64de-40c9-8ce3-9bde4a9a1743,Women's  Sleeveless Top (W-CRU-CTW7473002-WHT-WHI-XXL) [W-CRU-CTW7473002-WHT-WHI
2396,W-CRU-CTW7473002-WHT-WHI-S,1b74bf50-9d9f-4743-afbd-b010c75e4971,Y,CTW7473002 WHT,CTW7473002,WHT,Cruel Womens,Cruel,Apparel - Top,192584564914,49.95,,White,S,Women's  Sleeveless Top,,Y,a382b5b5-9ac8-4f18-a224-d7b0bb1240cc,Women's  Sleeveless Top (W-CRU-CTW7473002-WHT-WHI-S) [W-CRU-CTW7473002-WHT-WHI-S
2397,W-CRU-CTW7470002-YEL-YEL-XL,007c5486-246e-413f-835c-d224e805c861,Y,CTW7470002 YEL,CTW7470002,YEL,Cruel Denim,Cruel Denim,Apparel - Top,192584546460,19.95,,Yellow,XL,Eyelet Sleeveless Blouse,,Y,ea8e93f9-f624-4adb-96a3-a03f69a1b3c3,Eyelet Sleeveless Blouse (W-CRU-CTW7470002-YEL-YEL-XL)
2398,W-CRU-CTW7474002-BLK-BLA-XL,b625b866-1b02-42b2-877d-6067f2f224a7,Y,CTW7474002 BLK,CTW7474002,BLK,Cruel Denim,Cruel Denim,Apparel - Top,192584565249,49.95,,Black,XL,Eyelet Peplum Sleeveless Blouse,,Y,e2418946-5044-46a9-b015-9f66d7bf05cd,Eyelet Peplum Sleeveless Blouse (W-CRU-CTW7474002-BLK-BLA-XL) [W-CRU-CTW7474002-
2401,W-MIN-MSW9162001-COR-COR-S,c7d19a5a-6a08-4695-802e-50031bf8cd63,Y,MSW9162001 COR,MSW9162001,COR,Cinch,Miller International,Apparel - Woven Shirt,192584540062,64.95,,Coral,S,Arenaflex Button-Up Shirt,,Y,935a3630-8fd9-4696-950c-f2146684c851,Arenaflex Button-Up Shirt (W-MIN-MSW9162001-COR-COR-S) [W-MIN-MSW9162001-COR-COR
2402,W-MIN-MSW9162001-COR-COR-M,baaf5b2a-bb6a-456d-81d2-3653a6f21cc3,Y,MSW9162001 COR,MSW9162001,COR,Cinch,Miller International,Apparel - Woven Shirt,192584540079,64.95,,Coral,M,Arenaflex Button-Up Shirt,,Y,c0c10401-b3c0-4e4a-8834-1dbb34eec344,Arenaflex Button-Up Shirt (W-MIN-MSW9162001-COR-COR-M) [W-MIN-MSW9162001-COR-COR
2403,W-MIN-MSW9162001-COR-COR-XXL,89990438-30ed-4f80-8b53-caf1f5f55896,Y,MSW9162001 COR,MSW9162001,COR,Cinch,Miller International,Apparel - Woven Shirt,192584540109,64.95,,Coral,XXL,Arenaflex Button-Up Shirt,,Y,afed8c28-3929-44e2-b8d2-71149eba7d99,Arenaflex Button-Up Shirt (W-MIN-MSW9162001-COR-COR-XXL) [W-MIN-MSW9162001-COR-C
2404,W-MIN-MSW9162003-GRN-GRN-XL,ce016d95-0d0f-4cef-a033-dc125edb920e,Y,MSW9162003 GRN,MSW9162003,GRN,Cinch,Miller International,Apparel - Woven Shirt,192584574234,64.95,,Green,XL,ArenaFlex Button-Up SS Blouse,,Y,5ec7fb5e-5ec5-4e70-b06c-9630caea4dd7,ArenaFlex Button-Up SS Blouse (W-MIN-MSW9162003-GRN-GRN-XL) [W-MIN-MSW9162003-GR
2405,W-MIN-MSW9162003-GRN-GRN-XXL,0a28e641-c009-43d0-8e94-7c6473ed9e90,Y,MSW9162003 GRN,MSW9162003,GRN,Cinch,Miller International,Apparel - Woven Shirt,192584574241,64.95,,Green,XXL,ArenaFlex Button-Up SS Blouse,,Y,9e5bdd97-af96-4c9e-a315-8934105ed7ec,ArenaFlex Button-Up SS Blouse (W-MIN-MSW9162003-GRN-GRN-XXL) [W-MIN-MSW9162003-G
2406,W-MIN-MSW9162003-GRN-GRN-L,4123bb57-063c-4b82-b150-80ac3dbc932c,Y,MSW9162003 GRN,MSW9162003,GRN,Cinch,Miller International,Apparel - Woven Shirt,192584574227,64.95,,Green,L,ArenaFlex Button-Up SS Blouse,,Y,4ce055a4-fb00-40cf-a805-2e32212c5a53,ArenaFlex Button-Up SS Blouse (W-MIN-MSW9162003-GRN-GRN-L) [W-MIN-MSW9162003-GRN
2407,W-MIN-MSW9162003-GRN-GRN-M,89fbde9b-4e49-4e63-831b-3ea672d3eae1,Y,MSW9162003 GRN,MSW9162003,GRN,Cinch,Miller International,Apparel - Woven Shirt,192584574210,64.95,,Green,M,ArenaFlex Button-Up SS Blouse,,Y,86bdcb2e-d531-46cc-b4cd-19f8aae952bf,ArenaFlex Button-Up SS Blouse (W-MIN-MSW9162003-GRN-GRN-M) [W-MIN-MSW9162003-GRN
2408,W-MIN-MSW9162003-GRN-GRN-S,a4dbe932-303b-47c7-a4c9-a5829d76fd8e,Y,MSW9162003 GRN,MSW9162003,GRN,Cinch,Miller International,Apparel - Woven Shirt,192584574203,64.95,,Green,S,ArenaFlex Button-Up SS Blouse,,Y,5067733b-72a4-4428-94f4-231d2b8cd232,ArenaFlex Button-Up SS Blouse (W-MIN-MSW9162003-GRN-GRN-S) [W-MIN-MSW9162003-GRN
2425,W-CRU-CTW7412004-TEA-TEA-S,31be2a91-484f-4112-9bf1-b93709e92052,Y,CTW7412004 TEA,CTW7412004,TEA,Cruel Denim,Cruel Denim,Apparel - Western Shirt,1925884406733,37.97,,Teal,S,LS Snap Front Western Shirt,,Y,a119fbf2-0d8f-4c2e-8470-82a58c4cabbc,LS Snap Front Western Shirt (W-CRU-CTW7412004-TEA-TEA-S)
2437,W-CRU-CTK7450009-TUR-TUR-XXL,20cc9ead-6a54-40c3-af89-71991665ef9d,Y,CTK7450009 TUR,CTK7450009,TUR,Cruel Denim,Cruel Denim,Apparel - T-Shirt,192584480689,20.00,,Turquoise,XXL,Cruel Denim T-Shirt,,Y,d721669e-d37d-4842-a093-40a4b3edaece,Cruel Denim T-Shirt (W-CRU-CTK7450009-TUR-TUR-XXL) [W-CRU-CTK7450009-TUR-TUR-XXL
2442,W-MIN-MAK7905002-BLK-BLA-XXL,3cebeb57-e2f0-4b27-9a05-6b667c1d5b14,Y,MAK7905002 BLK,MAK7905002,BLK,Cinch,Miller International,Apparel - Sweatshirt,192584451306,34.97,,Black,XXL,Cinch Logo Sweatshirt,,Y,70f4fbf8-b366-4335-b844-54c893e9452d,Cinch Logo Sweatshirt (W-MIN-MAK7905002-BLK-BLA-XXL)
2450,W-CRU-CTK7450009-TUR-TUR-L,ce77181b-db21-48f3-953e-d91f501d7d3b,Y,CTK7450009 TUR,CTK7450009,TUR,Cruel Denim,Cruel Denim,Apparel - T-Shirt,192584480665,20.00,,Turquoise,L,Cruel Denim T-Shirt,,Y,c0169f2b-c818-4180-9eb7-1c31d3478aae,Cruel Denim T-Shirt (W-CRU-CTK7450009-TUR-TUR-L) [W-CRU-CTK7450009-TUR-TUR-L]
2451,W-MIN-MSK7895001-CPR-ORA-L,f2219024-54e5-4c27-b24e-0007591a48d9,Y,MSK7895001 CPR,MSK7895001,CPR,Cinch,Miller International,Apparel - T-Shirt,192584346435,15.00,,Orange,L,Cinch LS T-Shirt,,Y,e5030377-322a-40bd-862e-1e430fff4d2f,Cinch LS T-Shirt (W-MIN-MSK7895001-CPR-ORA-L)
2458,W-CRU-CTK7402001-MUL-MUL-S,50bca739-5aa6-42ff-8868-7ea889d7c173,Y,CTK7402001 MUL,CTK7402001,MUL,Cruel Denim,Cruel Denim,Apparel - Tank,192584329605,20.00,,Multi,S,4-Button Tank,,Y,56808e28-b878-428f-a3e4-ede3e5fc7469,4-Button Tank (W-CRU-CTK7402001-MUL-MUL-S)
2459,W-MIN-MSK7901003-LIL-LIL-XS,fa47febb-375c-48db-b1d9-57fab8951783,Y,MSK7901003 LIL,MSK7901003,LIL,Cinch,Miller International,Apparel - Shirt,192584411157,37.95,,LIL,XS,Cinch T-Shirt,,Y,858d8c0d-9ed3-4186-b2f6-227ab62d548a,Cinch T-Shirt (W-MIN-MSK7901003-LIL-LIL-XS)
2466,W-KAR-1-52-101-3058-RE-RED-3X,7b294dfb-5694-4713-9122-dbacb48f6ed1,Y,1-52-101-3058 RE,1-52-101-3058,RE,Roper,Karman Inc,Apparel - Woven Shirt,,31.97,,Red Plaid,3X,Roper Plaid Sleeveless Snap-Front Shirt,,Y,a8985b64-196f-4cbc-99c0-8737580e3a14,Roper Plaid Sleeveless Snap-Front Shirt (W-KAR-1-52-101-3058-RE-RED-3X)
2472,M-GEN-CC29-76-QR-40-42-R,7946f80c-c1c0-456a-b807-cb1ce487d23f,Y,CC29-76 QR,CC29-76,QR,Circle S,Generic Supplier,Apparel - Sport Jacket,,129.95,,40,42 R,Circle S Boise Sport Jacket,,Y,65643468-e9c8-414b-bde7-9fb3eab0e19f,Circle S Boise Sport Jacket (M-GEN-CC29-76-QR-40-42-R)
2475,W-CRU-CTW7004004-NAV-NAV-XXL,54f50361-2be8-41c7-bcbc-dc0edcaefbe6,Y,CTW7004004 NAV,CTW7004004,NAV,Cruel Denim,Cruel Denim,Apparel - Shirt,192584463231,39.95,,Navy,XXL,Cruel Denim Sheer Blouse,,Y,4328f39d-d621-416c-b698-c0c56b7a4378,Cruel Denim Sheer Blouse (W-CRU-CTW7004004-NAV-NAV-XXL)
